Accession	Gene_Family	Sp	mentioned_miRNA	Pollutant	Observed_Specie	Type	Observerd_effect	Reference	Reference_Rank_score
NA	NA	hsa-	miR-30c-1	Cadmium	Homo sapiens	in vitro (BEAS-2B) lung epithelial	dose-dependent downregulation	Tanwar VS, Zhang X, Jagannathan L, Jose CC, Cuddapah S. Cadmium exposure upregulates SNAIL through miR-30 repression in human lung epithelial cells. Toxicology and Applied Pharmacology [Internet]. Elsevier BV; 2019 Jun;373:1–9. Available from: http://dx.doi.org/10.1016/j.taap.2019.04.011	0
NA	NA	hsa-	miR-30c-2	Cadmium	Homo sapiens	in vitro (BEAS-2B) lung epithelial	dose-dependent downregulation	Tanwar VS, Zhang X, Jagannathan L, Jose CC, Cuddapah S. Cadmium exposure upregulates SNAIL through miR-30 repression in human lung epithelial cells. Toxicology and Applied Pharmacology [Internet]. Elsevier BV; 2019 Jun;373:1–9. Available from: http://dx.doi.org/10.1016/j.taap.2019.04.011	0
MIMAT0000244	mir-30	hsa-	miR-30c-5p	Mercury	Homo sapiens	in vivo (plasma)	downregulated in exposed workers on plasma microarrays	Ding E, Zhao Q, Bai Y, Xu M, Pan L, Liu Q, et al. Plasma microRNAs expression profile in female workers occupationally exposed to mercury. Journal of Thoracic Disease [Internet]. AME Publishing Company; 2016 May;8(5):833–41. Available from: http://dx.doi.org/10.21037/jtd.2016.03.36	1
MIMAT0000244	mir-30	hsa-	miR-30c-5p	Cadmium	Homo sapiens	in vitro (RPTEC) Primary Renal Proximal Tubule Epithelial	differential regulated after exposure	Lemaire J, Van der Hauwaert C, Savary G, Dewaeles E, Perrais M, Lo Guidice JM, et al. Cadmium-Induced Renal Cell Toxicity Is Associated With MicroRNA Deregulation. International Journal of Toxicology [Internet]. SAGE Publications; 2020 Jan 14;39(2):103–14. Available from: http://dx.doi.org/10.1177/1091581819899039	0
NA	NA	hsa-	miR-30d	Cadmium	Homo sapiens	in vitro (BEAS-2B) lung epithelial	dose-dependent downregulation	Tanwar VS, Zhang X, Jagannathan L, Jose CC, Cuddapah S. Cadmium exposure upregulates SNAIL through miR-30 repression in human lung epithelial cells. Toxicology and Applied Pharmacology [Internet]. Elsevier BV; 2019 Jun;373:1–9. Available from: http://dx.doi.org/10.1016/j.taap.2019.04.011	0
NA	NA	hsa-	miR-30e	Cadmium	Homo sapiens	in vitro (BEAS-2B) lung epithelial	dose-dependent downregulation	Tanwar VS, Zhang X, Jagannathan L, Jose CC, Cuddapah S. Cadmium exposure upregulates SNAIL through miR-30 repression in human lung epithelial cells. Toxicology and Applied Pharmacology [Internet]. Elsevier BV; 2019 Jun;373:1–9. Available from: http://dx.doi.org/10.1016/j.taap.2019.04.011	0
MIMAT0000805	mir-30	rno-	miR-30e-5p	Cadmium	Rattus norvegicus domestica (Sprague Dawley)	in vivo (Renal cortices)	significantly decreased expression	Fay M, Alt L, Ryba D, Salamah R, Peach R, Papaeliou A, et al. Cadmium Nephrotoxicity Is Associated with Altered MicroRNA Expression in the Rat Renal Cortex. Toxics [Internet]. MDPI AG; 2018 Mar 15;6(1):16. Available from: http://dx.doi.org/10.3390/toxics6010016	1
MIMAT0000805	mir-30	rno-	miR-30e-5p	Cadmium	Rattus norvegicus domestica (Sprague Dawley)	in vivo (kidney)	significatively downregulated after exposure	Yuan W, Liu L, Liang L, Huang K, Deng Y, Dong M, et al. MiR-122-5p and miR-326-3p: Potential novel biomarkers for early detection of cadmium exposure. Gene [Internet]. Elsevier BV; 2020 Jan;724:144156. Available from: http://dx.doi.org/10.1016/j.gene.2019.144156	1
NA	NA	ccr-	miR-31-5p	Cadmium	Cyprinus carpio	in vivo (spleen)	down-regulated after exposure	Chen J, Zhang S, Tong J, Teng X, Zhang Z, Li S, et al. Whole transcriptome-based miRNA-mRNA network analysis revealed the mechanism of inflammation-immunosuppressive damage caused by cadmium in common carp spleens. Science of The Total Environment [Internet]. Elsevier BV; 2020 May;717:137081. Available from: http://dx.doi.org/10.1016/j.scitotenv.2020.137081	1
MIMAT0000089	mir-31	hsa-	miR-31-5p	Cadmium	Homo sapiens	in vitro (RPTEC) Primary Renal Proximal Tubule Epithelial	differential regulated after exposure	Lemaire J, Van der Hauwaert C, Savary G, Dewaeles E, Perrais M, Lo Guidice JM, et al. Cadmium-Induced Renal Cell Toxicity Is Associated With MicroRNA Deregulation. International Journal of Toxicology [Internet]. SAGE Publications; 2020 Jan 14;39(2):103–14. Available from: http://dx.doi.org/10.1177/1091581819899039	0
MIMAT0031666	mir-31	bbe-	miR-31-5p	Benzo(a)pyrene	Branchiostoma belcheri	in vivo (whole body)	UP in whole body arrays after exposure	Zhang Q-L, Dong Z-X, Xiong Y, Li H-W, Guo J, Wang F, et al. Genome-wide transcriptional response of microRNAs to the benzo(a)pyrene stress in amphioxus Branchiostoma belcheri. Chemosphere [Internet]. Elsevier BV; 2019 Mar;218:205–10. Available from: http://dx.doi.org/10.1016/j.chemosphere.2018.11.119	0
MIMAT0015006	mir-3138	hsa-	miR-3138	Chromium	Homo sapiens	in vivo (plasma)	downregulated in exposed workers	Li Y, Li P, Yu S, Zhang J, Wang T, Jia G. miR-3940-5p associated with genetic damage in workers exposed to hexavalent chromium. Toxicology Letters [Internet]. Elsevier BV; 2014 Aug;229(1):319–26. Available from: http://dx.doi.org/10.1016/j.toxlet.2014.06.033	1
MIMAT0000406	mir-314	dme-	miR-314-3p	Chromium	Drosophila melanogaster	in vivo (midgut)	up-regulated concentration-dipendent	Chandra S, Pandey A, Chowdhuri DK. MiRNA profiling provides insights on adverse effects of Cr(VI) in the midgut tissues of Drosophila melanogaster. J Hazard Mater. 2015;283:558-567. doi:10.1016/j.jhazmat.2014.09.054	1
MIMAT0015079	NA	hsa-	miR-3195	Chromium	Homo sapiens	in vivo (plasma)	downregulated in exposed workers	Li Y, Li P, Yu S, Zhang J, Wang T, Jia G. miR-3940-5p associated with genetic damage in workers exposed to hexavalent chromium. Toxicology Letters [Internet]. Elsevier BV; 2014 Aug;229(1):319–26. Available from: http://dx.doi.org/10.1016/j.toxlet.2014.06.033	1
MIMAT0000400	mir-31	dme-	miR-31a-5p	Chromium	Drosophila melanogaster	in vivo (midgut)	up-regulated concentration-dipendent	Chandra S, Pandey A, Chowdhuri DK. MiRNA profiling provides insights on adverse effects of Cr(VI) in the midgut tissues of Drosophila melanogaster. J Hazard Mater. 2015;283:558-567. doi:10.1016/j.jhazmat.2014.09.054	1
MIMAT0017103	mir-32	rno-	miR-32-3p	Cadmium	Rattus norvegicus domestica (Sprague Dawley)	in vivo (Renal cortices)	significantly increased expression	Fay M, Alt L, Ryba D, Salamah R, Peach R, Papaeliou A, et al. Cadmium Nephrotoxicity Is Associated with Altered MicroRNA Expression in the Rat Renal Cortex. Toxics [Internet]. MDPI AG; 2018 Mar 15;6(1):16. Available from: http://dx.doi.org/10.3390/toxics6010016	1
MIMAT0000903	mir-320	rno-	miR-320-3p	Cadmium	Rattus norvegicus domestica (Sprague Dawley)	in vivo (Renal cortices)	significantly increased expression	Fay M, Alt L, Ryba D, Salamah R, Peach R, Papaeliou A, et al. Cadmium Nephrotoxicity Is Associated with Altered MicroRNA Expression in the Rat Renal Cortex. Toxics [Internet]. MDPI AG; 2018 Mar 15;6(1):16. Available from: http://dx.doi.org/10.3390/toxics6010016	1
MIMAT0005792	mir-320	hsa-	miR-320b	Benzene	Homo sapiens	in vivo (plasma)	differential regulated in chronic benzene poisoning	Bai W, Chen Y, Yang J, Niu P, Tian L, Gao A. Aberrant miRNA profiles associated with chronic benzene poisoning. Experimental and Molecular Pathology [Internet]. Elsevier BV; 2014 Jun;96(3):426–30. Available from: http://dx.doi.org/10.1016/j.yexmp.2014.04.011	1,03
MIMAT0005792	mir-320	hsa-	miR-320b	Titanium	Homo sapiens	in vivo (plasma)	down-regulated in exposed workers	Chen W, Fu W, Deng Q, Li Y, Wang K, Bai Y, et al. Multiple metals exposure and chromosome damage: Exploring the mediation effects of microRNAs and their potentials in lung carcinogenesis. Environment International [Internet]. Elsevier BV; 2019 Jan;122:291–300. Available from: http://dx.doi.org/10.1016/j.envint.2018.11.020	1
MIMAT0005792	mir-320	hsa-	miR-320b	Aluminium	Homo sapiens	in vivo (plasma)	differential expression associated to exposure in coke oven workers	Deng Q, Dai X, Feng W, Huang S, Yuan Y, Xiao Y, et al. Co-exposure to metals and polycyclic aromatic hydrocarbons, microRNA expression, and early health damage in coke oven workers. Environment International [Internet]. Elsevier BV; 2019 Jan;122:369–80. Available from: http://dx.doi.org/10.1016/j.envint.2018.11.056	1
MIMAT0005792	mir-320	hsa-	miR-320b	Antimony	Homo sapiens	in vivo (plasma)	differential expression associated to exposure in coke oven workers	Deng Q, Dai X, Feng W, Huang S, Yuan Y, Xiao Y, et al. Co-exposure to metals and polycyclic aromatic hydrocarbons, microRNA expression, and early health damage in coke oven workers. Environment International [Internet]. Elsevier BV; 2019 Jan;122:369–80. Available from: http://dx.doi.org/10.1016/j.envint.2018.11.056	1
MIMAT0005792	mir-320	hsa-	miR-320b	Arsenic	Homo sapiens	in vivo (plasma)	differential expression associated to exposure in coke oven workers	Deng Q, Dai X, Feng W, Huang S, Yuan Y, Xiao Y, et al. Co-exposure to metals and polycyclic aromatic hydrocarbons, microRNA expression, and early health damage in coke oven workers. Environment International [Internet]. Elsevier BV; 2019 Jan;122:369–80. Available from: http://dx.doi.org/10.1016/j.envint.2018.11.056	1
MIMAT0005792	mir-320	hsa-	miR-320b	Cobalt	Homo sapiens	in vivo (plasma)	differential expression associated to exposure in coke oven workers	Deng Q, Dai X, Feng W, Huang S, Yuan Y, Xiao Y, et al. Co-exposure to metals and polycyclic aromatic hydrocarbons, microRNA expression, and early health damage in coke oven workers. Environment International [Internet]. Elsevier BV; 2019 Jan;122:369–80. Available from: http://dx.doi.org/10.1016/j.envint.2018.11.056	1
MIMAT0005792	mir-320	hsa-	miR-320b	Lead	Homo sapiens	in vivo (plasma)	differential expression associated to exposure in coke oven workers	Deng Q, Dai X, Feng W, Huang S, Yuan Y, Xiao Y, et al. Co-exposure to metals and polycyclic aromatic hydrocarbons, microRNA expression, and early health damage in coke oven workers. Environment International [Internet]. Elsevier BV; 2019 Jan;122:369–80. Available from: http://dx.doi.org/10.1016/j.envint.2018.11.056	1
MIMAT0005792	mir-320	hsa-	miR-320b	Titanium	Homo sapiens	in vivo (plasma)	differential expression associated to exposure in coke oven workers	Deng Q, Dai X, Feng W, Huang S, Yuan Y, Xiao Y, et al. Co-exposure to metals and polycyclic aromatic hydrocarbons, microRNA expression, and early health damage in coke oven workers. Environment International [Internet]. Elsevier BV; 2019 Jan;122:369–80. Available from: http://dx.doi.org/10.1016/j.envint.2018.11.056	1
MIMAT0015072	mir-320	hsa-	miR-320e	Lead	Homo sapiens	in vivo (Cervical swabs in pregnancy)	differential regulation in exposed pregnant women	Sanders AP, Burris HH, Just AC, Motta V, Amarasiriwardena C, Svensson K, et al. Altered miRNA expression in the cervix during pregnancy associated with lead and mercury exposure. Epigenomics [Internet]. Future Medicine Ltd; 2015 Sep;7(6):885–96. Available from: http://dx.doi.org/10.2217/epi.15.54	1
NA	NA	mmu-	miR-322	Benzo(a)pyrene	Mus musculus	in vivo (colon)	Up-regulated in colon	Zuo, J., Brewer, D.S., Arlt, V.M. et al. Benzo[a] pyrene-induced DNA adducts and gene expression profiles in target and non-target organs for carcinogenesis in mice. BMC Genomics 15, 880 (2014). https://doi.org/10.1186/1471-2164-15-880	1,13
NA	NA	mmu-	miR-322	Benzo(a)pyrene	Mus musculus	in vivo (lung)	Up-regulated in lung	Zuo, J., Brewer, D.S., Arlt, V.M. et al. Benzo[a] pyrene-induced DNA adducts and gene expression profiles in target and non-target organs for carcinogenesis in mice. BMC Genomics 15, 880 (2014). https://doi.org/10.1186/1471-2164-15-880	1,13
MIMAT0000762	mir-324	hsa-	miR-324-3p	Sulfides	Homo sapiens	in vivo (plasma)	strongly down regulated in plasma of workers with damaged nerve fibers	GUO L, LUO C, FAN J, HOU Z, JI X, CHEN F, et al. Serum miRNA profiling identifies miR-150/30a as potential biomarker for workers with damaged nerve fibers from carbon disulfide. INDUSTRIAL HEALTH [Internet]. National Institute of Industrial Health; 2015;53(1):38–47. Available from: http://dx.doi.org/10.2486/indhealth.2014-0120	1
MIMAT0000553	mir-324	rno-	miR-324-5p	Cadmium	Rattus norvegicus domestica (Sprague Dawley)	in vivo (Renal cortices)	significantly decreased expression	Fay M, Alt L, Ryba D, Salamah R, Peach R, Papaeliou A, et al. Cadmium Nephrotoxicity Is Associated with Altered MicroRNA Expression in the Rat Renal Cortex. Toxics [Internet]. MDPI AG; 2018 Mar 15;6(1):16. Available from: http://dx.doi.org/10.3390/toxics6010016	1
MIMAT0000761	mir-324	hsa-	miR-324-5p	Cadmium	Homo sapiens	in vitro (RPTEC) Primary Renal Proximal Tubule Epithelial	differential regulated after exposure	Lemaire J, Van der Hauwaert C, Savary G, Dewaeles E, Perrais M, Lo Guidice JM, et al. Cadmium-Induced Renal Cell Toxicity Is Associated With MicroRNA Deregulation. International Journal of Toxicology [Internet]. SAGE Publications; 2020 Jan 14;39(2):103–14. Available from: http://dx.doi.org/10.1177/1091581819899039	0
NA	NA	hsa-	miR-324‐3p	Benzo(a)pyrene	Homo sapiens	in vitro (liver) HepaRG	time-dosis dependent differential reulation after exposure	Marrone AK, Tryndyak V, Beland FA, Pogribny IP. MicroRNA Responses to the Genotoxic Carcinogens Aflatoxin B1and Benzo[a]pyrene in Human HepaRG Cells. Toxicological Sciences [Internet]. Oxford University Press (OUP); 2015 Nov 24;149(2):496–502. Available from: http://dx.doi.org/10.1093/toxsci/kfv253	1,04
NA	NA	hsa-	miR-326-3p	Cadmium	Homo sapiens	in vivo (serum)	upregulated in exposed workers	Yuan W, Liu L, Liang L, Huang K, Deng Y, Dong M, et al. MiR-122-5p and miR-326-3p: Potential novel biomarkers for early detection of cadmium exposure. Gene [Internet]. Elsevier BV; 2020 Jan;724:144156. Available from: http://dx.doi.org/10.1016/j.gene.2019.144156	1
MIMAT0000560	mir-326	rno-	miR-326-3p	Cadmium	Rattus norvegicus domestica (Sprague Dawley)	in vivo (serum)	significatively upregulated after exposure	Yuan W, Liu L, Liang L, Huang K, Deng Y, Dong M, et al. MiR-122-5p and miR-326-3p: Potential novel biomarkers for early detection of cadmium exposure. Gene [Internet]. Elsevier BV; 2020 Jan;724:144156. Available from: http://dx.doi.org/10.1016/j.gene.2019.144156	1
MIMAT0000560	mir-326	rno-	miR-326-3p	Cadmium	Rattus norvegicus domestica (Sprague Dawley)	in vivo (urine)	significatively upregulated after exposure	Yuan W, Liu L, Liang L, Huang K, Deng Y, Dong M, et al. MiR-122-5p and miR-326-3p: Potential novel biomarkers for early detection of cadmium exposure. Gene [Internet]. Elsevier BV; 2020 Jan;724:144156. Available from: http://dx.doi.org/10.1016/j.gene.2019.144156	1
MIMAT0000561	mir-327	rno-	miR-327	Cadmium	Rattus norvegicus domestica (Sprague Dawley)	in vivo (Renal cortices)	significantly increased expression	Fay M, Alt L, Ryba D, Salamah R, Peach R, Papaeliou A, et al. Cadmium Nephrotoxicity Is Associated with Altered MicroRNA Expression in the Rat Renal Cortex. Toxics [Internet]. MDPI AG; 2018 Mar 15;6(1):16. Available from: http://dx.doi.org/10.3390/toxics6010016	1
MIMAT0000752	mir-328	hsa-	miR-328-3p	Cadmium	Homo sapiens	in vitro (RPTEC) Primary Renal Proximal Tubule Epithelial	differential regulated after exposure	Lemaire J, Van der Hauwaert C, Savary G, Dewaeles E, Perrais M, Lo Guidice JM, et al. Cadmium-Induced Renal Cell Toxicity Is Associated With MicroRNA Deregulation. International Journal of Toxicology [Internet]. SAGE Publications; 2020 Jan 14;39(2):103–14. Available from: http://dx.doi.org/10.1177/1091581819899039	0
MIMAT0000564	mir-328	rno-	miR-328a-3p	Cadmium	Rattus norvegicus domestica (Sprague Dawley)	in vivo (kidney)	significatively downregulated after exposure	Yuan W, Liu L, Liang L, Huang K, Deng Y, Dong M, et al. MiR-122-5p and miR-326-3p: Potential novel biomarkers for early detection of cadmium exposure. Gene [Internet]. Elsevier BV; 2020 Jan;724:144156. Available from: http://dx.doi.org/10.1016/j.gene.2019.144156	1
NA	NA	mmu-	miR-329	Benzo(a)pyrene	Mus musculus	in vivo (forestomach)	down-regulated in forestomach	Zuo, J., Brewer, D.S., Arlt, V.M. et al. Benzo[a] pyrene-induced DNA adducts and gene expression profiles in target and non-target organs for carcinogenesis in mice. BMC Genomics 15, 880 (2014). https://doi.org/10.1186/1471-2164-15-880	1,13
NA	NA	mmu-	miR-329	Benzo(a)pyrene	Mus musculus	in vivo (glandular stomach)	down-regulated in glandular stomach	Zuo, J., Brewer, D.S., Arlt, V.M. et al. Benzo[a] pyrene-induced DNA adducts and gene expression profiles in target and non-target organs for carcinogenesis in mice. BMC Genomics 15, 880 (2014). https://doi.org/10.1186/1471-2164-15-880	1,13
NA	NA	mmu-	miR-329	Benzo(a)pyrene	Mus musculus	in vivo (lung)	Up-regulated in lung	Zuo, J., Brewer, D.S., Arlt, V.M. et al. Benzo[a] pyrene-induced DNA adducts and gene expression profiles in target and non-target organs for carcinogenesis in mice. BMC Genomics 15, 880 (2014). https://doi.org/10.1186/1471-2164-15-880	1,13
MIMAT0012662	mir-33	dpu-	miR-33	Cadmium	Daphnia pulex	in vivo (whole body offspring)	up-regulated after exposure	Chen S, Nichols KM, Poynton HC, Sepúlveda MS. MicroRNAs are involved in cadmium tolerance in Daphnia pulex. Aquatic Toxicology [Internet]. Elsevier BV; 2016 Jun;175:241–8. Available from: http://dx.doi.org/10.1016/j.aquatox.2016.03.023	1
MIMAT0001100	mir-33	gga-	miR-33-5p	Cadmium	Gallus gallus domesticus (Hy-Line Brown laying hens)	in vivo (spleen)	induced deregulation after exposure	Chen M, Li X, Fan R, Yang J, Jin X, Hamid S, et al. Cadmium induces BNIP3-dependent autophagy in chicken spleen by modulating miR-33-AMPK axis. Chemosphere [Internet]. Elsevier BV; 2018 Mar;194:396–402. Available from: http://dx.doi.org/10.1016/j.chemosphere.2017.12.026	1
MIMAT0000667	mir-33	mmu-	miR-33-5p	Benzene	Mus musculus	in vivo (C57BL/6J mice’s Lin− HSCs) bone marrow	 	Wei H, Zhang J, Tan K, Sun R, Yin L, Pu Y. Benzene-Induced Aberrant miRNA Expression Profile in Hematopoietic Progenitor Cells in C57BL/6 Mice. International Journal of Molecular Sciences [Internet]. MDPI AG; 2015 Nov 12;16(11):27058–71. Available from: http://dx.doi.org/10.3390/ijms161126001	1
MIMAT0000667	mir-33	mmu-	miR-33-5p	Ketones	Mus musculus	Developmental biology (brain)	down  regulated in brain tissue from embryos of exposed mice	Wnuk A, Rzemieniec J, Staroń J, Litwa E, Lasoń W, Bojarski A, et al. Prenatal Exposure to Benzophenone-3 Impairs Autophagy, Disrupts RXRs/PPARγ Signaling, and Alters Epigenetic and Post-Translational Statuses in Brain Neurons. Molecular Neurobiology [Internet]. Springer Science and Business Media LLC; 2018 Nov 6;56(7):4820–37. Available from: http://dx.doi.org/10.1007/s12035-018-1401-5	1
